observation_id,base_id,observed_at,temp_c,wind_speed_kts,wind_gust_kts,visibility_sm,ceiling_ft,precip_type,precip_intensity,flight_category
24563,5,2024-05-30 06:00:00,19.2,12,14,12.5,16846,none,,VFR
24564,5,2024-05-30 09:00:00,26.1,0,2,9.5,21088,rain,moderate,VFR
24565,5,2024-05-30 12:00:00,17.5,12,,7.0,12456,none,,VFR
24566,5,2024-05-30 15:00:00,33.8,5,,5.0,21533,none,,VFR
24567,5,2024-05-30 18:00:00,17.3,0,,12.7,13068,rain,light,VFR
24568,5,2024-05-30 21:00:00,22.0,12,20,6.0,17833,rain,light,VFR
24569,5,2024-05-31 00:00:00,14.2,9,,8.5,6329,none,,VFR
24570,5,2024-05-31 03:00:00,22.4,20,,10.4,22834,none,,VFR
24571,5,2024-05-31 06:00:00,19.0,11,,8.7,19302,none,,VFR
24572,5,2024-05-31 09:00:00,34.1,9,20,5.2,10195,none,,VFR
24573,5,2024-05-31 12:00:00,13.9,7,,10.7,12405,none,,VFR
24574,5,2024-05-31 15:00:00,22.7,18,19,10.6,29410,none,,VFR
24575,5,2024-05-31 18:00:00,30.5,3,,12.5,8875,none,,VFR
24576,5,2024-05-31 21:00:00,19.5,16,,10.0,5328,none,,VFR
24577,5,2024-06-01 00:00:00,19.2,9,10,15.0,18172,none,,VFR
24578,5,2024-06-01 03:00:00,24.8,10,,3.3,12066,rain,light,MVFR
24579,5,2024-06-01 06:00:00,13.8,10,,7.6,6843,none,,VFR
24580,5,2024-06-01 09:00:00,10.0,12,14,9.1,18089,rain,heavy,VFR
24581,5,2024-06-01 12:00:00,30.2,0,15,7.5,23320,none,,VFR
24582,5,2024-06-01 15:00:00,27.6,11,,13.5,21585,rain,moderate,VFR
24583,5,2024-06-01 18:00:00,16.9,11,,3.1,14659,none,,MVFR
24584,5,2024-06-01 21:00:00,18.8,0,,3.4,17447,none,,MVFR
24585,5,2024-06-02 00:00:00,34.0,8,,6.8,13238,none,,VFR
24586,5,2024-06-02 03:00:00,3.9,8,,14.6,33671,none,,VFR
24587,5,2024-06-02 06:00:00,23.7,12,,9.9,6776,none,,VFR
24588,5,2024-06-02 09:00:00,27.5,1,,9.4,6623,none,,VFR
24589,5,2024-06-02 12:00:00,30.9,1,,12.2,9452,none,,VFR
24590,5,2024-06-02 15:00:00,34.4,10,,6.1,8119,rain,light,VFR
24591,5,2024-06-02 18:00:00,18.2,21,,5.7,10222,none,,VFR
24592,5,2024-06-02 21:00:00,13.4,0,,4.2,2380,none,,MVFR
24593,5,2024-06-03 00:00:00,31.6,15,,10.1,7610,none,,VFR
24594,5,2024-06-03 03:00:00,21.6,6,,7.3,18771,rain,moderate,VFR
24595,5,2024-06-03 06:00:00,27.1,3,4,5.2,25694,none,,VFR
24596,5,2024-06-03 09:00:00,23.6,16,27,6.6,13900,rain,moderate,VFR
24597,5,2024-06-03 12:00:00,23.2,12,,5.3,4615,none,,VFR
24598,5,2024-06-03 15:00:00,14.9,7,,11.0,7679,none,,VFR
24599,5,2024-06-03 18:00:00,18.5,6,,7.2,17202,none,,VFR
24600,5,2024-06-03 21:00:00,28.7,5,,5.2,8247,rain,light,VFR
24601,5,2024-06-04 00:00:00,20.4,3,,14.3,6305,none,,VFR
24602,5,2024-06-04 03:00:00,25.8,9,,6.1,11130,none,,VFR
24603,5,2024-06-04 06:00:00,26.5,14,14,13.6,7305,none,,VFR
24604,5,2024-06-04 09:00:00,13.4,9,,6.6,24717,none,,VFR
24605,5,2024-06-04 12:00:00,13.2,8,,5.3,33249,none,,VFR
24606,5,2024-06-04 15:00:00,15.5,16,28,4.9,1149,none,,MVFR
24607,5,2024-06-04 18:00:00,25.8,17,,5.8,10502,none,,VFR
24608,5,2024-06-04 21:00:00,26.6,12,24,7.1,25383,none,,VFR
24609,5,2024-06-05 00:00:00,13.5,0,,2.9,24231,none,,IFR
24610,5,2024-06-05 03:00:00,22.0,10,,9.4,12951,rain,heavy,VFR
24611,5,2024-06-05 06:00:00,27.6,35,38,6.5,9346,none,,VFR
24612,5,2024-06-05 09:00:00,22.9,2,,6.1,200,none,,LIFR
24613,5,2024-06-05 12:00:00,19.6,6,17,7.5,21789,none,,VFR
24614,5,2024-06-05 15:00:00,16.7,10,23,10.3,4972,none,,VFR
24615,5,2024-06-05 18:00:00,12.6,7,,4.2,30756,none,,MVFR
24616,5,2024-06-05 21:00:00,15.6,9,,8.9,12150,none,,VFR
24617,5,2024-06-06 00:00:00,29.3,1,,9.4,20121,none,,VFR
24618,5,2024-06-06 03:00:00,18.1,18,,7.5,22189,none,,VFR
24619,5,2024-06-06 06:00:00,19.0,2,,6.6,7283,none,,VFR
24620,5,2024-06-06 09:00:00,20.2,8,,11.3,6862,none,,VFR
24621,5,2024-06-06 12:00:00,19.4,5,19,13.2,9693,none,,VFR
24622,5,2024-06-06 15:00:00,24.4,7,,5.0,21449,rain,heavy,VFR
24623,5,2024-06-06 18:00:00,27.5,13,,5.2,12273,none,,VFR
24624,5,2024-06-06 21:00:00,27.1,18,25,8.5,9982,rain,moderate,VFR
24625,5,2024-06-07 00:00:00,16.6,9,16,9.7,14386,none,,VFR
24626,5,2024-06-07 03:00:00,17.3,4,,9.5,4812,rain,heavy,VFR
24627,5,2024-06-07 06:00:00,19.1,2,14,5.3,7652,none,,VFR
24628,5,2024-06-07 09:00:00,16.1,3,13,2.9,17766,none,,IFR
24629,5,2024-06-07 12:00:00,17.3,4,9,9.4,23617,none,,VFR
24630,5,2024-06-07 15:00:00,18.5,10,,6.0,23738,none,,VFR
24631,5,2024-06-07 18:00:00,17.7,7,,9.7,18349,none,,VFR
24632,5,2024-06-07 21:00:00,15.7,9,24,9.7,11450,none,,VFR
24633,5,2024-06-08 00:00:00,34.5,21,,13.4,2631,none,,MVFR
24634,5,2024-06-08 03:00:00,21.2,5,,11.6,22641,none,,VFR
24635,5,2024-06-08 06:00:00,21.1,8,,8.4,21037,none,,VFR
24636,5,2024-06-08 09:00:00,21.8,8,,8.0,22040,none,,VFR
24637,5,2024-06-08 12:00:00,34.3,7,,10.1,11126,none,,VFR
24638,5,2024-06-08 15:00:00,12.2,8,,8.3,29249,none,,VFR
24639,5,2024-06-08 18:00:00,19.3,0,,11.0,17502,none,,VFR
24640,5,2024-06-08 21:00:00,25.8,8,,9.2,15407,none,,VFR
24641,5,2024-06-09 00:00:00,9.1,15,,9.6,15907,none,,VFR
24642,5,2024-06-09 03:00:00,13.3,15,,8.5,21973,rain,heavy,VFR
24643,5,2024-06-09 06:00:00,14.1,6,,10.6,3233,none,,VFR
24644,5,2024-06-09 09:00:00,12.0,5,,6.0,10507,rain,light,VFR
24645,5,2024-06-09 12:00:00,17.5,3,14,15.3,20502,none,,VFR
24646,5,2024-06-09 15:00:00,24.3,23,38,10.9,9200,none,,VFR
24647,5,2024-06-09 18:00:00,15.6,15,30,7.9,9548,none,,VFR
24648,5,2024-06-09 21:00:00,22.0,21,21,9.0,17718,none,,VFR
24649,5,2024-06-10 00:00:00,18.2,5,,4.6,26465,none,,MVFR
24650,5,2024-06-10 03:00:00,20.7,7,,11.5,22353,none,,VFR
24651,5,2024-06-10 06:00:00,20.6,8,,11.4,26191,none,,VFR
24652,5,2024-06-10 09:00:00,23.5,0,2,5.4,17692,none,,VFR
24653,5,2024-06-10 12:00:00,20.4,25,,3.9,22784,none,,MVFR
24654,5,2024-06-10 15:00:00,13.7,11,15,7.4,8779,none,,VFR
24655,5,2024-06-10 18:00:00,17.5,10,,3.4,9304,none,,MVFR
24656,5,2024-06-10 21:00:00,20.4,11,,9.1,34269,none,,VFR
24657,5,2024-06-11 00:00:00,16.1,5,,9.0,18113,none,,VFR
24658,5,2024-06-11 03:00:00,25.4,9,23,13.4,26297,rain,moderate,VFR
24659,5,2024-06-11 06:00:00,6.0,4,,8.4,6230,none,,VFR
24660,5,2024-06-11 09:00:00,12.5,13,,11.4,9658,none,,VFR
24661,5,2024-06-11 12:00:00,22.8,11,,7.3,13549,none,,VFR
24662,5,2024-06-11 15:00:00,12.3,2,6,4.7,20870,none,,MVFR
24663,5,2024-06-11 18:00:00,18.5,5,,6.6,29246,rain,light,VFR
24664,5,2024-06-11 21:00:00,20.2,7,8,7.1,9710,none,,VFR
24665,5,2024-06-12 00:00:00,25.8,13,,6.8,12561,none,,VFR
24666,5,2024-06-12 03:00:00,16.0,18,29,11.1,9594,none,,VFR
24667,5,2024-06-12 06:00:00,14.0,9,,7.3,200,none,,LIFR
24668,5,2024-06-12 09:00:00,18.5,19,,3.6,5310,none,,MVFR
24669,5,2024-06-12 12:00:00,25.5,7,,3.3,13621,none,,MVFR
24670,5,2024-06-12 15:00:00,23.8,0,,7.3,13016,none,,VFR
24671,5,2024-06-12 18:00:00,15.7,15,,10.4,24111,none,,VFR
24672,5,2024-06-12 21:00:00,20.4,7,8,11.0,17672,none,,VFR
24673,5,2024-06-13 00:00:00,37.3,0,,5.1,12692,rain,heavy,VFR
24674,5,2024-06-13 03:00:00,22.5,11,,13.5,13938,none,,VFR
24675,5,2024-06-13 06:00:00,8.6,10,,13.5,12145,none,,VFR
24676,5,2024-06-13 09:00:00,21.7,13,,13.7,9167,rain,light,VFR
24677,5,2024-06-13 12:00:00,24.2,14,,5.2,14962,none,,VFR
24678,5,2024-06-13 15:00:00,24.5,16,,7.2,609,none,,IFR
24679,5,2024-06-13 18:00:00,28.7,16,,8.9,7576,none,,VFR
24680,5,2024-06-13 21:00:00,27.7,6,8,8.0,13039,none,,VFR
24681,5,2024-06-14 00:00:00,33.8,4,,10.7,22223,rain,light,VFR
24682,5,2024-06-14 03:00:00,14.6,13,,6.3,22772,none,,VFR
24683,5,2024-06-14 06:00:00,29.5,3,,12.7,13506,none,,VFR
24684,5,2024-06-14 09:00:00,22.0,9,,6.5,7771,rain,light,VFR
24685,5,2024-06-14 12:00:00,28.8,0,,5.9,15940,none,,VFR
24686,5,2024-06-14 15:00:00,30.7,0,,7.7,2650,none,,MVFR
24687,5,2024-06-14 18:00:00,15.7,19,23,5.1,20154,none,,VFR
24688,5,2024-06-14 21:00:00,14.7,9,,5.4,7066,none,,VFR
24689,5,2024-06-15 00:00:00,14.2,8,,7.1,4350,none,,VFR
24690,5,2024-06-15 03:00:00,12.3,0,,7.2,4729,rain,heavy,VFR
24691,5,2024-06-15 06:00:00,20.0,13,,8.6,7021,none,,VFR
24692,5,2024-06-15 09:00:00,13.9,5,,5.4,18908,none,,VFR
24693,5,2024-06-15 12:00:00,32.1,1,16,9.0,12633,none,,VFR
24694,5,2024-06-15 15:00:00,35.8,17,,6.9,7660,none,,VFR
24695,5,2024-06-15 18:00:00,20.0,3,,8.1,11304,none,,VFR
24696,5,2024-06-15 21:00:00,23.2,0,,4.3,10425,none,,MVFR
24697,5,2024-06-16 00:00:00,22.6,7,,4.3,18431,none,,MVFR
24698,5,2024-06-16 03:00:00,20.1,11,,6.7,12458,none,,VFR
24699,5,2024-06-16 06:00:00,17.9,9,24,3.6,20945,none,,MVFR
24700,5,2024-06-16 09:00:00,14.4,4,,11.4,22919,none,,VFR
24701,5,2024-06-16 12:00:00,20.7,0,,11.3,7066,none,,VFR
24702,5,2024-06-16 15:00:00,24.0,11,24,4.2,31995,none,,MVFR
24703,5,2024-06-16 18:00:00,21.8,12,,8.0,22410,none,,VFR
24704,5,2024-06-16 21:00:00,19.0,8,,2.5,22343,none,,IFR
24705,5,2024-06-17 00:00:00,29.7,0,,8.1,13918,none,,VFR
24706,5,2024-06-17 03:00:00,17.1,12,22,9.8,4569,none,,VFR
24707,5,2024-06-17 06:00:00,18.6,0,,9.4,17366,none,,VFR
24708,5,2024-06-17 09:00:00,17.1,13,,9.8,200,none,,LIFR
24709,5,2024-06-17 12:00:00,21.5,2,11,5.0,12018,rain,heavy,VFR
24710,5,2024-06-17 15:00:00,27.6,24,,3.9,489,rain,moderate,LIFR
24711,5,2024-06-17 18:00:00,21.6,14,,2.8,14985,none,,IFR
24712,5,2024-06-17 21:00:00,30.3,11,,10.0,16251,none,,VFR
24713,5,2024-06-18 00:00:00,26.3,1,,7.5,19032,none,,VFR
24714,5,2024-06-18 03:00:00,19.9,14,,11.3,26275,none,,VFR
24715,5,2024-06-18 06:00:00,13.1,2,11,8.6,16675,none,,VFR
24716,5,2024-06-18 09:00:00,13.9,5,,7.6,21168,none,,VFR
24717,5,2024-06-18 12:00:00,29.4,8,,7.5,13808,none,,VFR
24718,5,2024-06-18 15:00:00,31.5,17,22,8.4,13094,none,,VFR
24719,5,2024-06-18 18:00:00,21.9,9,,3.6,28647,none,,MVFR
24720,5,2024-06-18 21:00:00,15.3,15,22,8.5,6649,none,,VFR
24721,5,2024-06-19 00:00:00,26.9,5,,11.1,19147,none,,VFR
24722,5,2024-06-19 03:00:00,20.2,8,23,11.3,12564,none,,VFR
24723,5,2024-06-19 06:00:00,18.0,11,23,6.1,13031,none,,VFR
24724,5,2024-06-19 09:00:00,22.5,15,,5.7,19667,none,,VFR
24725,5,2024-06-19 12:00:00,24.6,10,,10.0,11026,none,,VFR
24726,5,2024-06-19 15:00:00,18.7,19,19,5.6,15656,none,,VFR
24727,5,2024-06-19 18:00:00,27.5,12,,4.4,7148,none,,MVFR
24728,5,2024-06-19 21:00:00,25.6,1,,10.3,23757,none,,VFR
24729,5,2024-06-20 00:00:00,13.5,11,,9.4,10558,none,,VFR
24730,5,2024-06-20 03:00:00,22.7,9,,2.2,18197,none,,IFR
24731,5,2024-06-20 06:00:00,26.2,13,20,6.9,10447,none,,VFR
24732,5,2024-06-20 09:00:00,28.9,17,,6.6,1765,none,,MVFR
24733,5,2024-06-20 12:00:00,26.4,11,,10.7,10297,none,,VFR
24734,5,2024-06-20 15:00:00,23.1,6,,6.8,12763,none,,VFR
24735,5,2024-06-20 18:00:00,26.9,3,8,10.4,15364,none,,VFR
24736,5,2024-06-20 21:00:00,11.1,2,,13.8,14173,none,,VFR
24737,5,2024-06-21 00:00:00,21.3,6,,11.1,26464,none,,VFR
24738,5,2024-06-21 03:00:00,14.2,3,,7.5,14077,none,,VFR
24739,5,2024-06-21 06:00:00,24.8,3,,10.7,39046,none,,VFR
24740,5,2024-06-21 09:00:00,13.7,18,,6.7,12219,none,,VFR
24741,5,2024-06-21 12:00:00,26.6,15,,13.2,11304,none,,VFR
24742,5,2024-06-21 15:00:00,28.4,13,,5.9,546,none,,IFR
24743,5,2024-06-21 18:00:00,26.9,16,22,3.4,11930,none,,MVFR
24744,5,2024-06-21 21:00:00,23.0,9,21,12.2,9623,rain,light,VFR
24745,5,2024-06-22 00:00:00,9.0,14,,13.3,6667,none,,VFR
24746,5,2024-06-22 03:00:00,26.0,2,,7.6,11954,none,,VFR
24747,5,2024-06-22 06:00:00,16.1,0,15,7.8,17972,none,,VFR
24748,5,2024-06-22 09:00:00,23.8,6,,6.0,14239,none,,VFR
24749,5,2024-06-22 12:00:00,12.7,0,,15.8,200,none,,LIFR
24750,5,2024-06-22 15:00:00,20.5,22,27,9.5,200,none,,LIFR
24751,5,2024-06-22 18:00:00,16.0,10,15,7.2,7479,none,,VFR
24752,5,2024-06-22 21:00:00,28.0,5,17,7.6,20469,none,,VFR
24753,5,2024-06-23 00:00:00,26.3,6,12,12.2,18494,none,,VFR
24754,5,2024-06-23 03:00:00,23.6,12,,7.4,24935,none,,VFR
24755,5,2024-06-23 06:00:00,24.7,2,,7.8,17733,none,,VFR
24756,5,2024-06-23 09:00:00,13.7,14,15,9.2,19835,none,,VFR
24757,5,2024-06-23 12:00:00,15.2,4,,7.9,14765,none,,VFR
24758,5,2024-06-23 15:00:00,29.5,22,27,3.8,13915,none,,MVFR
24759,5,2024-06-23 18:00:00,26.9,9,,9.4,13981,none,,VFR
24760,5,2024-06-23 21:00:00,10.0,0,,7.7,12439,none,,VFR
24761,5,2024-06-24 00:00:00,20.1,0,,12.2,1092,none,,MVFR
24762,5,2024-06-24 03:00:00,31.6,13,21,10.4,1863,none,,MVFR
24763,5,2024-06-24 06:00:00,17.7,8,,12.1,8587,none,,VFR
24764,5,2024-06-24 09:00:00,22.6,16,19,9.5,11388,none,,VFR
24765,5,2024-06-24 12:00:00,25.9,3,13,5.8,17190,none,,VFR
24766,5,2024-06-24 15:00:00,17.4,8,23,8.1,26913,none,,VFR
24767,5,2024-06-24 18:00:00,26.1,9,22,4.7,17682,none,,MVFR
24768,5,2024-06-24 21:00:00,18.1,10,,6.3,19080,none,,VFR
24769,5,2024-06-25 00:00:00,29.5,16,,12.0,18074,none,,VFR
24770,5,2024-06-25 03:00:00,21.6,17,,5.6,7805,none,,VFR
24771,5,2024-06-25 06:00:00,21.9,9,20,7.5,24138,none,,VFR
24772,5,2024-06-25 09:00:00,21.4,11,,12.6,20517,none,,VFR
24773,5,2024-06-25 12:00:00,15.9,6,15,9.3,8358,none,,VFR
24774,5,2024-06-25 15:00:00,14.1,15,,9.3,9512,none,,VFR
24775,5,2024-06-25 18:00:00,24.7,5,,8.7,13420,rain,moderate,VFR
24776,5,2024-06-25 21:00:00,20.8,6,11,8.3,20280,none,,VFR
24777,5,2024-06-26 00:00:00,20.7,7,,8.8,10637,none,,VFR
24778,5,2024-06-26 03:00:00,11.7,9,19,11.4,10823,none,,VFR
24779,5,2024-06-26 06:00:00,28.0,16,,6.4,9948,none,,VFR
24780,5,2024-06-26 09:00:00,23.4,5,,3.7,12959,none,,MVFR
24781,5,2024-06-26 12:00:00,19.4,21,,11.5,11807,none,,VFR
24782,5,2024-06-26 15:00:00,22.9,17,,10.1,20758,none,,VFR
24783,5,2024-06-26 18:00:00,16.9,5,,13.3,18080,none,,VFR
24784,5,2024-06-26 21:00:00,31.3,17,,6.8,13349,none,,VFR
24785,5,2024-06-27 00:00:00,25.2,10,11,5.3,9712,none,,VFR
24786,5,2024-06-27 03:00:00,24.4,19,,11.4,8365,none,,VFR
24787,5,2024-06-27 06:00:00,11.4,3,16,8.1,16849,none,,VFR
24788,5,2024-06-27 09:00:00,26.5,20,,11.3,11346,none,,VFR
24789,5,2024-06-27 12:00:00,4.5,5,11,11.2,32952,none,,VFR
24790,5,2024-06-27 15:00:00,21.6,9,19,9.1,13844,none,,VFR
24791,5,2024-06-27 18:00:00,27.8,14,,4.0,17675,rain,moderate,MVFR
24792,5,2024-06-27 21:00:00,21.4,16,31,8.0,16289,none,,VFR
24793,5,2024-06-28 00:00:00,27.0,15,20,5.2,22744,rain,moderate,VFR
24794,5,2024-06-28 03:00:00,29.6,6,,10.7,12550,none,,VFR
24795,5,2024-06-28 06:00:00,16.1,8,,11.6,18606,none,,VFR
24796,5,2024-06-28 09:00:00,29.7,5,,7.4,5513,none,,VFR
24797,5,2024-06-28 12:00:00,18.1,10,,11.5,25011,none,,VFR
24798,5,2024-06-28 15:00:00,17.1,14,,10.9,20001,none,,VFR
24799,5,2024-06-28 18:00:00,30.1,17,,8.0,20634,none,,VFR
24800,5,2024-06-28 21:00:00,22.8,14,24,5.9,11710,none,,VFR
24801,5,2024-06-29 00:00:00,17.5,6,7,6.3,12802,rain,light,VFR
24802,5,2024-06-29 03:00:00,25.8,19,,9.8,4815,none,,VFR
24803,5,2024-06-29 06:00:00,15.2,16,25,5.5,14107,none,,VFR
24804,5,2024-06-29 09:00:00,22.9,15,,11.7,13757,none,,VFR
24805,5,2024-06-29 12:00:00,24.8,15,,6.3,6823,rain,moderate,VFR
24806,5,2024-06-29 15:00:00,6.7,13,24,10.4,4176,none,,VFR
24807,5,2024-06-29 18:00:00,26.0,6,,7.2,13258,none,,VFR
24808,5,2024-06-29 21:00:00,27.7,12,,8.9,6694,none,,VFR
24809,5,2024-06-30 00:00:00,20.4,12,21,10.9,14809,none,,VFR
24810,5,2024-06-30 03:00:00,24.6,8,,2.4,3736,fog,light,IFR
24811,5,2024-06-30 06:00:00,36.1,8,,11.6,8194,none,,VFR
24812,5,2024-06-30 09:00:00,18.0,14,25,4.8,25143,none,,MVFR
24813,5,2024-06-30 12:00:00,20.5,0,,12.3,17506,none,,VFR
24814,5,2024-06-30 15:00:00,27.0,20,,7.0,6921,rain,light,VFR
24815,5,2024-06-30 18:00:00,23.1,0,,6.9,37179,none,,VFR
24816,5,2024-06-30 21:00:00,10.6,14,,6.8,25111,none,,VFR
24817,5,2024-07-01 00:00:00,23.1,15,26,13.6,16442,rain,heavy,VFR
24818,5,2024-07-01 03:00:00,23.6,20,32,9.5,20024,rain,heavy,VFR
24819,5,2024-07-01 06:00:00,21.9,8,16,5.7,15003,none,,VFR
24820,5,2024-07-01 09:00:00,26.7,14,,7.6,1365,none,,MVFR
24821,5,2024-07-01 12:00:00,28.3,26,40,5.8,4631,none,,VFR
24822,5,2024-07-01 15:00:00,20.2,7,18,1.7,7132,none,,IFR
24823,5,2024-07-01 18:00:00,16.1,12,19,5.1,18483,rain,light,VFR
24824,5,2024-07-01 21:00:00,15.8,21,,4.7,6662,none,,MVFR
24825,5,2024-07-02 00:00:00,30.6,1,,6.8,31965,rain,heavy,VFR
24826,5,2024-07-02 03:00:00,30.3,15,,8.5,20860,none,,VFR
24827,5,2024-07-02 06:00:00,19.3,9,,7.9,22544,none,,VFR
24828,5,2024-07-02 09:00:00,15.0,8,9,5.1,11427,none,,VFR
24829,5,2024-07-02 12:00:00,15.6,13,26,8.0,14602,none,,VFR
24830,5,2024-07-02 15:00:00,22.2,8,,4.4,12634,none,,MVFR
24831,5,2024-07-02 18:00:00,24.3,13,,13.2,16580,none,,VFR
24832,5,2024-07-02 21:00:00,17.1,16,,12.0,28501,none,,VFR
24833,5,2024-07-03 00:00:00,20.7,10,,10.4,22440,none,,VFR
24834,5,2024-07-03 03:00:00,19.7,4,6,15.5,6353,none,,VFR
24835,5,2024-07-03 06:00:00,24.9,19,,11.4,12680,none,,VFR
24836,5,2024-07-03 09:00:00,20.4,15,,7.9,8565,none,,VFR
24837,5,2024-07-03 12:00:00,21.0,15,,9.2,16955,none,,VFR
24838,5,2024-07-03 15:00:00,18.0,15,,8.5,13988,rain,moderate,VFR
24839,5,2024-07-03 18:00:00,30.8,14,,5.9,28534,none,,VFR
24840,5,2024-07-03 21:00:00,27.4,9,,8.7,200,rain,moderate,LIFR
24841,5,2024-07-04 00:00:00,18.3,10,,5.3,23492,none,,VFR
24842,5,2024-07-04 03:00:00,26.8,5,,7.9,23279,none,,VFR
24843,5,2024-07-04 06:00:00,27.5,8,,7.0,17576,none,,VFR
24844,5,2024-07-04 09:00:00,16.8,5,,10.9,14837,none,,VFR
24845,5,2024-07-04 12:00:00,30.3,12,,10.0,3162,none,,VFR
24846,5,2024-07-04 15:00:00,13.2,14,,10.0,20462,rain,light,VFR
24847,5,2024-07-04 18:00:00,17.4,11,,10.3,5523,none,,VFR
24848,5,2024-07-04 21:00:00,34.1,12,,11.6,16207,rain,moderate,VFR
24849,5,2024-07-05 00:00:00,20.7,7,,10.4,10698,none,,VFR
24850,5,2024-07-05 03:00:00,19.3,4,,7.9,8804,none,,VFR
24851,5,2024-07-05 06:00:00,21.6,9,20,8.4,10196,none,,VFR
24852,5,2024-07-05 09:00:00,27.2,12,27,3.4,15692,none,,MVFR
24853,5,2024-07-05 12:00:00,22.7,17,,12.3,200,none,,LIFR
24854,5,2024-07-05 15:00:00,19.9,8,,6.6,22199,none,,VFR
24855,5,2024-07-05 18:00:00,23.3,3,4,4.4,17966,rain,light,MVFR
24856,5,2024-07-05 21:00:00,18.8,14,,12.4,24328,none,,VFR
24857,5,2024-07-06 00:00:00,21.1,20,,7.1,10675,rain,heavy,VFR
24858,5,2024-07-06 03:00:00,31.8,14,,8.5,17192,none,,VFR
24859,5,2024-07-06 06:00:00,27.7,19,27,6.7,17521,none,,VFR
24860,5,2024-07-06 09:00:00,26.7,3,8,11.9,23643,none,,VFR
24861,5,2024-07-06 12:00:00,16.5,5,,7.4,4395,none,,VFR
24862,5,2024-07-06 15:00:00,12.4,13,,9.5,22475,none,,VFR
24863,5,2024-07-06 18:00:00,16.3,16,,9.5,15333,none,,VFR
24864,5,2024-07-06 21:00:00,21.1,7,,6.2,20248,none,,VFR
24865,5,2024-07-07 00:00:00,14.1,10,18,2.9,12124,none,,IFR
24866,5,2024-07-07 03:00:00,29.5,10,17,6.7,5146,none,,VFR
24867,5,2024-07-07 06:00:00,18.0,19,,7.9,13735,none,,VFR
24868,5,2024-07-07 09:00:00,23.3,0,,6.2,20394,none,,VFR
24869,5,2024-07-07 12:00:00,24.8,2,,13.0,18055,none,,VFR
24870,5,2024-07-07 15:00:00,27.5,15,,6.0,3406,rain,moderate,VFR
24871,5,2024-07-07 18:00:00,33.5,1,4,14.5,14403,none,,VFR
24872,5,2024-07-07 21:00:00,16.9,5,,9.6,12306,none,,VFR
24873,5,2024-07-08 00:00:00,24.3,18,,10.3,21240,none,,VFR
24874,5,2024-07-08 03:00:00,23.0,0,,7.7,3035,none,,VFR
24875,5,2024-07-08 06:00:00,21.7,15,,9.1,30060,rain,heavy,VFR
24876,5,2024-07-08 09:00:00,13.2,7,22,7.8,1766,none,,MVFR
24877,5,2024-07-08 12:00:00,27.0,0,,8.2,11872,none,,VFR
24878,5,2024-07-08 15:00:00,16.5,6,,10.6,23682,none,,VFR
24879,5,2024-07-08 18:00:00,27.5,3,,10.7,14383,none,,VFR
24880,5,2024-07-08 21:00:00,17.8,6,,10.5,23669,none,,VFR
24881,5,2024-07-09 00:00:00,30.6,6,,7.7,6476,none,,VFR
24882,5,2024-07-09 03:00:00,25.9,9,23,7.8,11471,rain,heavy,VFR
24883,5,2024-07-09 06:00:00,20.5,7,,9.3,11135,none,,VFR
24884,5,2024-07-09 09:00:00,25.3,0,,13.3,32742,none,,VFR
24885,5,2024-07-09 12:00:00,28.4,11,,6.7,200,none,,LIFR
24886,5,2024-07-09 15:00:00,22.1,16,,5.7,915,none,,IFR
24887,5,2024-07-09 18:00:00,15.0,0,,12.3,6834,none,,VFR
24888,5,2024-07-09 21:00:00,23.4,9,,3.0,7249,none,,MVFR
24889,5,2024-07-10 00:00:00,26.4,13,,9.8,15262,none,,VFR
24890,5,2024-07-10 03:00:00,16.9,9,21,4.7,14946,none,,MVFR
24891,5,2024-07-10 06:00:00,23.0,13,,7.1,4481,none,,VFR
24892,5,2024-07-10 09:00:00,25.2,12,,8.7,18602,none,,VFR
24893,5,2024-07-10 12:00:00,20.8,14,23,6.9,1023,none,,MVFR
24894,5,2024-07-10 15:00:00,26.4,15,,4.1,15504,none,,MVFR
24895,5,2024-07-10 18:00:00,15.8,11,24,8.3,6843,rain,light,VFR
24896,5,2024-07-10 21:00:00,37.0,6,14,4.3,7443,none,,MVFR
24897,5,2024-07-11 00:00:00,24.6,8,,14.7,16203,none,,VFR
24898,5,2024-07-11 03:00:00,20.8,6,10,7.9,14022,none,,VFR
24899,5,2024-07-11 06:00:00,20.1,12,,7.8,11974,none,,VFR
24900,5,2024-07-11 09:00:00,26.9,12,,7.4,3375,rain,light,VFR
24901,5,2024-07-11 12:00:00,14.5,7,7,8.0,12366,none,,VFR
24902,5,2024-07-11 15:00:00,34.4,13,26,7.6,20176,none,,VFR
24903,5,2024-07-11 18:00:00,21.7,9,,2.5,3493,none,,IFR
24904,5,2024-07-11 21:00:00,18.8,5,,9.8,22460,none,,VFR
24905,5,2024-07-12 00:00:00,25.1,2,,10.7,1878,none,,MVFR
24906,5,2024-07-12 03:00:00,29.1,17,27,9.4,15682,none,,VFR
24907,5,2024-07-12 06:00:00,23.4,12,,6.4,18095,none,,VFR
24908,5,2024-07-12 09:00:00,19.6,19,31,11.1,11955,none,,VFR
24909,5,2024-07-12 12:00:00,25.2,19,30,6.3,21185,none,,VFR
24910,5,2024-07-12 15:00:00,23.8,7,,2.6,10682,none,,IFR
24911,5,2024-07-12 18:00:00,22.4,14,,1.5,10098,fog,light,IFR
