flight_id,mission_id,aircraft_id,pic_crew_id,origin_base_id,dest_base_id,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,flight_hours,fuel_burn_lbs,status,delay_minutes,delay_reason
24869,22123,35,55,4,4,2025-08-24 07:28:00,2025-08-24 07:28:00,2025-08-24 08:41:38,2025-08-24 08:41:38,1.2,3345.0,completed,0,
24870,22124,7,78,5,6,2025-08-24 15:37:00,2025-08-24 15:37:00,2025-08-24 23:38:28,2025-08-24 23:38:28,8.0,25788.0,completed,0,
24871,22125,26,92,5,2,2025-08-24 14:26:00,2025-08-24 14:41:00,2025-08-24 16:19:47,2025-08-24 16:34:47,1.9,3570.0,completed,15,maintenance
24872,22126,15,87,5,3,2025-08-24 08:02:00,2025-08-24 08:02:00,2025-08-24 16:03:55,2025-08-24 16:03:55,8.0,27342.0,completed,0,
24873,22126,15,38,3,5,2025-08-24 19:17:11,2025-08-24 19:17:11,2025-08-25 02:53:54,2025-08-25 02:53:54,7.6,22394.0,completed,0,
24874,22127,37,87,5,6,2025-08-24 11:50:00,2025-08-24 11:50:00,2025-08-24 13:24:01,2025-08-24 13:24:01,1.6,1468.0,completed,0,
24875,22128,27,102,6,6,2025-08-24 10:04:00,2025-08-24 10:04:00,2025-08-24 15:19:12,2025-08-24 15:19:12,5.3,11131.0,completed,0,
24876,22129,1,102,6,6,2025-08-24 13:13:00,2025-08-24 13:13:00,2025-08-24 16:04:55,2025-08-24 16:04:55,2.9,2898.0,completed,0,
24877,22130,29,114,6,4,2025-08-24 14:17:00,2025-08-24 14:17:00,2025-08-24 23:12:27,2025-08-24 23:12:27,8.9,27570.0,completed,0,
24878,22131,16,95,6,4,2025-08-24 15:43:00,2025-08-24 15:43:00,2025-08-24 21:56:38,2025-08-24 21:56:38,6.2,13479.0,completed,0,
24879,22132,8,101,6,3,2025-08-24 17:53:00,2025-08-24 17:53:00,2025-08-25 02:57:14,2025-08-25 02:57:14,9.1,25710.0,completed,0,
24880,22132,8,47,3,6,2025-08-25 08:29:25,2025-08-25 08:29:25,2025-08-25 16:54:01,2025-08-25 16:54:01,8.4,13550.0,completed,0,
24881,22133,29,108,6,4,2025-08-24 14:26:00,2025-08-24 14:26:00,2025-08-24 20:25:03,2025-08-24 20:25:03,6.0,15977.0,completed,0,
24882,22134,29,97,6,4,2025-08-24 10:11:00,2025-08-24 10:11:00,2025-08-24 16:16:17,2025-08-24 16:16:17,6.1,13663.0,completed,0,
24883,22135,1,94,6,3,2025-08-24 10:43:00,2025-08-24 11:43:00,2025-08-24 20:25:26,2025-08-24 21:25:26,9.7,29748.0,completed,60,airspace
24884,22136,27,95,6,3,2025-08-24 22:03:00,2025-08-24 22:03:00,2025-08-25 03:25:57,2025-08-25 03:25:57,5.4,17102.0,completed,0,
24885,22137,27,108,6,1,2025-08-24 19:55:00,2025-08-24 19:55:00,2025-08-25 00:29:40,2025-08-25 00:29:40,4.6,6436.0,completed,0,
24886,22138,23,96,6,5,2025-08-24 17:24:00,2025-08-24 17:24:00,2025-08-24 23:06:54,2025-08-24 23:06:54,5.7,5851.0,completed,0,
24887,22139,22,2,1,6,2025-08-25 16:18:00,2025-08-25 16:18:00,2025-08-26 00:20:16,2025-08-26 00:20:16,8.0,25956.0,completed,0,
24888,22140,48,13,1,5,2025-08-25 17:20:00,2025-08-25 17:20:00,2025-08-26 00:39:39,2025-08-26 00:39:39,7.3,12733.0,completed,0,
24889,22141,48,15,1,6,2025-08-25 04:11:00,2025-08-25 04:11:00,2025-08-25 12:05:16,2025-08-25 12:05:16,7.9,6614.0,completed,0,
24890,22142,10,1,1,2,2025-08-25 06:56:00,2025-08-25 06:56:00,2025-08-25 10:52:39,2025-08-25 10:52:39,3.9,12919.0,completed,0,
24891,22142,10,19,2,1,2025-08-25 14:10:58,2025-08-25 14:10:58,2025-08-25 18:30:49,2025-08-25 18:30:49,4.3,14802.0,completed,0,
24892,22145,40,30,2,3,2025-08-25 18:38:00,2025-08-25 18:38:00,2025-08-25 21:52:59,2025-08-25 21:52:59,3.2,6199.0,completed,0,
24893,22146,42,30,2,4,2025-08-25 08:13:00,2025-08-25 09:13:00,2025-08-25 10:29:48,2025-08-25 11:29:48,2.3,1979.0,completed,60,crew
24894,22147,42,35,2,5,2025-08-25 15:48:00,2025-08-25 16:18:00,2025-08-25 19:36:00,2025-08-25 20:06:00,3.8,4342.0,completed,30,maintenance
24895,22149,32,54,3,6,2025-08-25 06:19:00,2025-08-25 06:19:00,2025-08-25 10:46:16,2025-08-25 10:46:16,4.5,8059.0,completed,0,
24896,22149,32,97,6,3,2025-08-25 14:44:46,2025-08-25 14:44:46,2025-08-25 19:34:27,2025-08-25 19:34:27,4.8,19133.0,completed,0,
24897,22150,47,37,3,2,2025-08-25 07:01:00,2025-08-25 07:01:00,2025-08-25 12:11:04,2025-08-25 12:11:04,5.2,9612.0,completed,0,
24898,22151,2,53,3,4,2025-08-25 04:38:00,2025-08-25 04:38:00,2025-08-25 10:49:49,2025-08-25 10:49:49,6.2,5550.0,completed,0,
24899,22152,13,40,3,1,2025-08-25 05:02:00,2025-08-25 05:02:00,2025-08-25 12:00:43,2025-08-25 12:00:43,7.0,18456.0,completed,0,
24900,22153,32,41,3,2,2025-08-25 10:40:00,2025-08-25 10:40:00,2025-08-25 17:17:55,2025-08-25 17:17:55,6.6,24395.0,completed,0,
24901,22154,36,53,3,3,2025-08-25 08:39:00,2025-08-25 08:39:00,2025-08-25 16:12:13,2025-08-25 16:12:13,7.6,15018.0,completed,0,
24902,22155,24,37,3,4,2025-08-25 12:21:00,2025-08-25 12:21:00,2025-08-25 18:39:25,2025-08-25 18:39:25,6.3,15860.0,completed,0,
24903,22155,24,70,4,3,2025-08-25 23:34:26,2025-08-25 23:34:26,2025-08-26 05:42:31,2025-08-26 05:42:31,6.1,22363.0,completed,0,
24904,22156,2,49,3,1,2025-08-25 00:32:00,2025-08-25 00:32:00,2025-08-25 05:27:00,2025-08-25 05:27:00,4.9,19368.0,completed,0,
24905,22157,17,65,4,2,2025-08-25 15:09:00,2025-08-25 15:09:00,2025-08-25 19:52:45,2025-08-25 19:52:45,4.7,13440.0,completed,0,
24906,22158,9,59,4,4,2025-08-25 04:52:00,2025-08-25 04:52:00,2025-08-25 09:47:58,2025-08-25 09:47:58,4.9,6691.0,completed,0,
24907,22159,35,59,4,6,2025-08-25 02:58:00,2025-08-25 02:58:00,2025-08-25 10:31:24,2025-08-25 10:31:24,7.6,8251.0,completed,0,
24908,22160,9,57,4,4,2025-08-25 01:13:00,2025-08-25 01:13:00,2025-08-25 02:39:58,2025-08-25 02:39:58,1.4,5434.0,completed,0,
24909,22161,17,69,4,3,2025-08-25 11:11:00,2025-08-25 11:11:00,2025-08-25 17:51:34,2025-08-25 17:51:34,6.7,20647.0,completed,0,
24910,22162,39,55,4,3,2025-08-25 15:21:00,2025-08-25 15:21:00,2025-08-25 21:21:51,2025-08-25 21:21:51,6.0,19153.0,completed,0,
24911,22162,39,54,3,4,2025-08-26 02:35:39,2025-08-26 02:35:39,2025-08-26 09:12:56,2025-08-26 09:12:56,6.6,17552.0,completed,0,
24912,22163,39,69,4,6,2025-08-25 15:56:00,2025-08-25 15:56:00,2025-08-25 18:01:34,2025-08-25 18:01:34,2.1,2324.0,completed,0,
24913,22163,39,114,6,4,2025-08-25 20:31:39,2025-08-25 20:31:39,2025-08-25 22:43:05,2025-08-25 22:43:05,2.2,7092.0,completed,0,
24914,22164,35,70,4,4,2025-08-25 02:29:00,2025-08-25 02:29:00,2025-08-25 08:57:59,2025-08-25 08:57:59,6.5,11109.0,completed,0,
24915,22165,43,92,5,3,2025-08-25 13:31:00,2025-08-25 13:46:00,2025-08-25 23:14:50,2025-08-25 23:29:50,9.7,26384.0,completed,15,weather
24916,22165,43,46,3,5,2025-08-26 01:52:55,2025-08-26 01:52:55,2025-08-26 10:39:41,2025-08-26 10:39:41,8.8,23036.0,completed,0,
24917,22166,26,88,5,2,2025-08-25 17:49:00,2025-08-25 17:49:00,2025-08-25 22:19:42,2025-08-25 22:19:42,4.5,15925.0,completed,0,
24918,22167,7,87,5,2,2025-08-25 19:10:00,2025-08-25 19:10:00,2025-08-25 21:05:10,2025-08-25 21:05:10,1.9,6070.0,completed,0,
24919,22168,15,75,5,5,2025-08-25 05:07:00,2025-08-25 09:07:00,2025-08-25 14:23:06,2025-08-25 18:23:06,9.3,18217.0,completed,240,crew
24920,22169,7,91,5,6,2025-08-25 21:45:00,2025-08-25 21:45:00,2025-08-25 23:19:36,2025-08-25 23:19:36,1.6,3682.0,completed,0,
24921,22170,16,95,6,4,2025-08-25 21:33:00,2025-08-25 21:33:00,2025-08-26 00:00:13,2025-08-26 00:00:13,2.5,5497.0,completed,0,
24922,22171,29,96,6,5,2025-08-25 11:57:00,2025-08-25 11:57:00,2025-08-25 13:55:22,2025-08-25 13:55:22,2.0,4068.0,completed,0,
24923,22171,29,83,5,6,2025-08-25 17:40:27,2025-08-25 17:40:27,2025-08-25 19:30:10,2025-08-25 19:30:10,1.8,2456.0,completed,0,
24924,22172,11,97,6,1,2025-08-25 08:24:00,2025-08-25 10:24:00,2025-08-25 16:56:36,2025-08-25 18:56:36,8.5,28717.0,completed,120,crew
24925,22175,1,116,6,5,2025-08-25 11:03:00,2025-08-25 11:03:00,2025-08-25 14:18:41,2025-08-25 14:18:41,3.3,6726.0,completed,0,
24926,22176,1,116,6,2,2025-08-25 01:25:00,2025-08-25 01:55:00,2025-08-25 03:13:52,2025-08-25 03:43:52,1.8,6547.0,completed,30,crew
24927,22177,25,101,6,4,2025-08-25 02:25:00,2025-08-25 02:25:00,2025-08-25 11:06:30,2025-08-25 11:06:30,8.7,27780.0,completed,0,
24928,22178,23,96,6,2,2025-08-25 08:22:00,2025-08-25 08:22:00,2025-08-25 14:45:30,2025-08-25 14:45:30,6.4,7071.0,completed,0,
24929,22179,25,101,6,5,2025-08-25 12:23:00,2025-08-25 12:23:00,2025-08-25 18:37:02,2025-08-25 18:37:02,6.2,22144.0,completed,0,
24930,22180,1,102,6,2,2025-08-25 10:45:00,2025-08-25 10:45:00,2025-08-25 18:55:13,2025-08-25 18:55:13,8.2,7247.0,completed,0,
24931,22181,41,4,1,1,2025-08-26 15:40:00,2025-08-26 16:10:00,2025-08-26 22:14:55,2025-08-26 22:44:55,6.6,13271.0,completed,30,airspace
24932,22183,41,13,1,5,2025-08-26 17:11:00,2025-08-26 17:11:00,2025-08-26 18:49:03,2025-08-26 18:49:03,1.6,5641.0,completed,0,
24933,22184,5,16,1,2,2025-08-26 06:15:00,2025-08-26 06:15:00,2025-08-26 11:10:54,2025-08-26 11:10:54,4.9,8980.0,completed,0,
24934,22185,20,13,1,3,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 09:43:31,2025-08-26 09:43:31,9.7,15454.0,completed,0,
24935,22186,10,17,1,6,2025-08-26 02:41:00,2025-08-26 02:41:00,2025-08-26 04:42:56,2025-08-26 04:42:56,2.0,4278.0,completed,0,
24936,22187,6,19,2,3,2025-08-26 13:01:00,2025-08-26 13:01:00,2025-08-26 15:46:03,2025-08-26 15:46:03,2.8,4099.0,completed,0,
24937,22188,40,20,2,3,2025-08-26 09:47:00,2025-08-26 09:47:00,2025-08-26 18:42:47,2025-08-26 18:42:47,8.9,26188.0,completed,0,
24938,22189,40,21,2,1,2025-08-26 12:20:00,2025-08-26 16:20:00,2025-08-26 15:29:00,2025-08-26 19:29:00,3.2,7957.0,completed,240,crew
24939,22190,6,19,2,6,2025-08-26 23:39:00,2025-08-26 23:39:00,2025-08-27 07:03:54,2025-08-27 07:03:54,7.4,17547.0,completed,0,
24940,22190,6,108,6,2,2025-08-27 10:38:15,2025-08-27 11:08:15,2025-08-27 17:29:33,2025-08-27 17:59:33,6.9,8014.0,completed,30,weather
24941,22191,42,30,2,6,2025-08-26 20:18:00,2025-08-26 20:18:00,2025-08-27 04:18:43,2025-08-27 04:18:43,8.0,23563.0,completed,0,
24942,22192,6,19,2,3,2025-08-26 11:04:00,2025-08-26 11:04:00,2025-08-26 12:52:54,2025-08-26 12:52:54,1.8,4855.0,completed,0,
24943,22192,6,49,3,2,2025-08-26 15:47:19,2025-08-26 15:47:19,2025-08-26 17:36:42,2025-08-26 17:36:42,1.8,1541.0,completed,0,
24944,22193,40,22,2,6,2025-08-26 17:52:00,2025-08-26 17:52:00,2025-08-27 01:41:30,2025-08-27 01:41:30,7.8,20864.0,completed,0,
24945,22194,24,53,3,5,2025-08-26 04:51:00,2025-08-26 04:51:00,2025-08-26 09:06:13,2025-08-26 09:06:13,4.3,4658.0,completed,0,
24946,22195,32,38,3,1,2025-08-26 16:19:00,2025-08-26 16:19:00,2025-08-26 18:32:21,2025-08-26 18:32:21,2.2,5217.0,completed,0,
24947,22196,13,39,3,4,2025-08-26 17:01:00,2025-08-26 18:01:00,2025-08-27 00:54:56,2025-08-27 01:54:56,7.9,18363.0,completed,60,crew
24948,22197,13,49,3,2,2025-08-26 05:58:00,2025-08-26 05:58:00,2025-08-26 07:09:20,2025-08-26 07:09:20,1.2,4460.0,completed,0,
24949,22197,13,25,2,3,2025-08-26 08:48:39,2025-08-26 08:48:39,2025-08-26 09:54:09,2025-08-26 09:54:09,1.1,2054.0,completed,0,
24950,22198,13,39,3,2,2025-08-26 00:45:00,2025-08-26 00:45:00,2025-08-26 07:50:17,2025-08-26 07:50:17,7.1,16240.0,completed,0,
24951,22199,19,41,3,5,2025-08-26 01:43:00,2025-08-26 05:43:00,2025-08-26 09:47:06,2025-08-26 13:47:06,8.1,31441.0,completed,240,maintenance
24952,22199,19,87,5,3,2025-08-26 16:13:05,2025-08-26 16:13:05,2025-08-26 23:49:52,2025-08-26 23:49:52,7.6,15669.0,completed,0,
24953,22200,13,46,3,6,2025-08-26 02:33:00,2025-08-26 02:33:00,2025-08-26 06:50:28,2025-08-26 06:50:28,4.3,7420.0,completed,0,
24954,22201,24,40,3,2,2025-08-26 14:57:00,2025-08-26 14:57:00,2025-08-26 21:14:22,2025-08-26 21:14:22,6.3,11716.0,completed,0,
24955,22202,17,66,4,4,2025-08-26 22:37:00,2025-08-26 22:37:00,2025-08-27 00:24:41,2025-08-27 00:24:41,1.8,6197.0,completed,0,
24956,22203,17,66,4,3,2025-08-26 21:18:00,2025-08-26 21:18:00,2025-08-26 23:34:01,2025-08-26 23:34:01,2.3,3779.0,completed,0,
24957,22203,17,41,3,4,2025-08-27 03:52:17,2025-08-27 04:22:17,2025-08-27 06:19:02,2025-08-27 06:49:02,2.4,5538.0,completed,30,airspace
24958,22204,39,66,4,4,2025-08-26 15:53:00,2025-08-26 15:53:00,2025-08-26 19:03:24,2025-08-26 19:03:24,3.2,4846.0,completed,0,
24959,22205,17,67,4,2,2025-08-26 16:20:00,2025-08-26 16:20:00,2025-08-26 19:29:38,2025-08-26 19:29:38,3.2,9012.0,completed,0,
24960,22205,17,21,2,4,2025-08-27 01:29:04,2025-08-27 01:29:04,2025-08-27 04:48:41,2025-08-27 04:48:41,3.3,6017.0,completed,0,
24961,22206,9,59,4,1,2025-08-26 07:19:00,2025-08-26 07:19:00,2025-08-26 09:33:27,2025-08-26 09:33:27,2.2,5093.0,completed,0,
24962,22206,9,15,1,4,2025-08-26 14:45:06,2025-08-26 14:45:06,2025-08-26 16:58:56,2025-08-26 16:58:56,2.2,6895.0,completed,0,
24963,22208,35,70,4,2,2025-08-26 09:47:00,2025-08-26 09:47:00,2025-08-26 17:22:22,2025-08-26 17:22:22,7.6,28131.0,completed,0,
24964,22208,35,20,2,4,2025-08-26 21:48:16,2025-08-26 21:48:16,2025-08-27 05:04:43,2025-08-27 05:04:43,7.3,15752.0,completed,0,
24965,22210,17,73,4,4,2025-08-26 14:24:00,2025-08-26 14:24:00,2025-08-26 22:02:55,2025-08-26 22:02:55,7.6,14200.0,completed,0,
24966,22211,26,80,5,3,2025-08-26 10:26:00,2025-08-26 10:26:00,2025-08-26 19:14:33,2025-08-26 19:14:33,8.8,8729.0,completed,0,
24967,22211,26,41,3,5,2025-08-27 00:56:39,2025-08-27 01:26:39,2025-08-27 09:20:56,2025-08-27 09:50:56,8.4,15761.0,diverted,30,weather
24968,22212,4,87,5,2,2025-08-26 20:34:00,2025-08-26 20:34:00,2025-08-27 04:38:20,2025-08-27 04:38:20,8.1,22533.0,completed,0,
24969,22213,45,81,5,1,2025-08-26 23:43:00,2025-08-26 23:43:00,2025-08-27 05:54:15,2025-08-27 05:54:15,6.2,6466.0,completed,0,
24970,22213,45,12,1,5,2025-08-27 09:26:51,2025-08-27 10:26:51,2025-08-27 15:20:26,2025-08-27 16:20:26,5.9,15356.0,completed,60,maintenance
24971,22214,15,81,5,2,2025-08-26 05:39:00,2025-08-26 05:39:00,2025-08-26 08:11:51,2025-08-26 08:11:51,2.5,7110.0,completed,0,
24972,22216,15,88,5,1,2025-08-26 05:37:00,2025-08-26 05:37:00,2025-08-26 08:24:44,2025-08-26 08:24:44,2.8,8377.0,completed,0,
24973,22217,8,114,6,2,2025-08-26 13:53:00,2025-08-26 13:53:00,2025-08-26 15:46:44,2025-08-26 15:46:44,1.9,2256.0,completed,0,
24974,22217,8,33,2,6,2025-08-26 20:32:15,2025-08-26 20:32:15,2025-08-26 22:42:00,2025-08-26 22:42:00,2.2,2854.0,completed,0,
24975,22218,27,95,6,4,2025-08-26 23:52:00,2025-08-26 23:52:00,2025-08-27 06:05:08,2025-08-27 06:05:08,6.2,22109.0,completed,0,
24976,22219,25,114,6,2,2025-08-26 14:24:00,2025-08-26 14:24:00,2025-08-26 15:52:15,2025-08-26 15:52:15,1.5,3466.0,completed,0,
24977,22219,25,19,2,6,2025-08-26 16:59:33,2025-08-26 16:59:33,2025-08-26 18:24:19,2025-08-26 18:24:19,1.4,5579.0,completed,0,
24978,22220,11,96,6,4,2025-08-26 18:07:00,2025-08-26 18:07:00,2025-08-27 00:41:38,2025-08-27 00:41:38,6.6,12963.0,completed,0,
24979,22220,11,70,4,6,2025-08-27 02:50:41,2025-08-27 02:50:41,2025-08-27 09:56:38,2025-08-27 09:56:38,7.1,21961.0,completed,0,
24980,22221,16,102,6,6,2025-08-26 19:46:00,2025-08-26 19:46:00,2025-08-27 01:17:28,2025-08-27 01:17:28,5.5,4677.0,completed,0,
24981,22222,27,116,6,2,2025-08-26 06:13:00,2025-08-26 06:13:00,2025-08-26 13:06:10,2025-08-26 13:06:10,6.9,24049.0,completed,0,
24982,22223,25,115,6,4,2025-08-26 18:49:00,2025-08-26 18:49:00,2025-08-27 03:38:54,2025-08-27 03:38:54,8.8,12192.0,completed,0,
24983,22223,25,57,4,6,2025-08-27 08:01:41,2025-08-27 08:01:41,2025-08-27 16:04:25,2025-08-27 16:04:25,8.0,11019.0,completed,0,
24984,22224,29,102,6,5,2025-08-26 01:17:00,2025-08-26 01:17:00,2025-08-26 10:34:19,2025-08-26 10:34:19,9.3,9083.0,completed,0,
24985,22225,16,95,6,5,2025-08-26 23:56:00,2025-08-26 23:56:00,2025-08-27 07:13:51,2025-08-27 07:13:51,7.3,6386.0,completed,0,
24986,22226,16,116,6,3,2025-08-26 05:05:00,2025-08-26 05:05:00,2025-08-26 07:50:26,2025-08-26 07:50:26,2.8,6007.0,completed,0,
24987,22227,29,101,6,6,2025-08-26 12:05:00,2025-08-26 12:05:00,2025-08-26 14:03:33,2025-08-26 14:03:33,2.0,2123.0,completed,0,
24988,22228,20,17,1,3,2025-08-27 17:52:00,2025-08-27 17:52:00,2025-08-28 01:19:10,2025-08-28 01:19:10,7.5,25085.0,completed,0,
24989,22229,48,12,1,1,2025-08-27 02:19:00,2025-08-27 02:19:00,2025-08-27 03:20:19,2025-08-27 03:20:19,1.0,3758.0,completed,0,
24990,22230,22,3,1,1,2025-08-27 07:12:00,2025-08-27 07:12:00,2025-08-27 16:21:25,2025-08-27 16:21:25,9.2,14908.0,completed,0,
24991,22231,6,25,2,5,2025-08-27 22:23:00,2025-08-27 22:23:00,2025-08-28 02:23:06,2025-08-28 02:23:06,4.0,10020.0,completed,0,
24992,22231,6,83,5,2,2025-08-28 04:02:24,2025-08-28 04:02:24,2025-08-28 08:24:28,2025-08-28 08:24:28,4.4,4073.0,completed,0,
24993,22232,42,19,2,4,2025-08-27 13:14:00,2025-08-27 13:14:00,2025-08-27 15:33:16,2025-08-27 15:33:16,2.3,5111.0,completed,0,
24994,22232,42,65,4,2,2025-08-27 20:37:33,2025-08-27 20:37:33,2025-08-27 22:55:12,2025-08-27 22:55:12,2.3,9107.0,completed,0,
24995,22233,42,35,2,3,2025-08-27 11:27:00,2025-08-27 11:42:00,2025-08-27 20:24:44,2025-08-27 20:39:44,9.0,19711.0,completed,15,airspace
24996,22233,42,40,3,2,2025-08-27 22:03:23,2025-08-27 22:03:23,2025-08-28 06:52:01,2025-08-28 06:52:01,8.8,29955.0,completed,0,
24997,22234,6,35,2,6,2025-08-27 05:03:00,2025-08-27 05:03:00,2025-08-27 06:54:11,2025-08-27 06:54:11,1.9,1831.0,completed,0,
24998,22235,6,25,2,1,2025-08-27 01:49:00,2025-08-27 01:49:00,2025-08-27 06:29:38,2025-08-27 06:29:38,4.7,17278.0,completed,0,
24999,22235,6,16,1,2,2025-08-27 08:06:40,2025-08-27 08:21:40,2025-08-27 12:25:06,2025-08-27 12:40:06,4.3,16899.0,completed,15,airspace
25000,22236,40,33,2,5,2025-08-27 15:24:00,2025-08-27 15:24:00,2025-08-27 22:08:05,2025-08-27 22:08:05,6.7,13062.0,completed,0,
25001,22236,40,91,5,2,2025-08-28 01:14:43,2025-08-28 01:14:43,2025-08-28 07:46:41,2025-08-28 07:46:41,6.5,13754.0,completed,0,
25002,22238,6,35,2,1,2025-08-27 10:48:00,2025-08-27 10:48:00,2025-08-27 13:20:08,2025-08-27 13:20:08,2.5,8647.0,completed,0,
25003,22238,6,15,1,2,2025-08-27 15:51:40,2025-08-27 15:51:40,2025-08-27 18:11:28,2025-08-27 18:11:28,2.3,7011.0,completed,0,
25004,22240,2,37,3,2,2025-08-27 09:16:00,2025-08-27 09:31:00,2025-08-27 12:49:37,2025-08-27 13:04:37,3.6,14034.0,completed,15,maintenance
25005,22240,2,21,2,3,2025-08-27 18:26:12,2025-08-27 19:26:12,2025-08-27 22:21:43,2025-08-27 23:21:43,3.9,5164.0,completed,60,weather
25006,22241,24,46,3,4,2025-08-27 08:00:00,2025-08-27 08:00:00,2025-08-27 14:34:47,2025-08-27 14:34:47,6.6,16664.0,completed,0,
25007,22241,24,69,4,3,2025-08-27 15:37:11,2025-08-27 15:37:11,2025-08-27 22:27:33,2025-08-27 22:27:33,6.8,11947.0,completed,0,
25008,22242,34,54,3,5,2025-08-27 09:47:00,2025-08-27 09:47:00,2025-08-27 16:12:05,2025-08-27 16:12:05,6.4,5691.0,completed,0,
25009,22242,34,81,5,3,2025-08-27 21:36:01,2025-08-27 21:36:01,2025-08-28 04:27:45,2025-08-28 04:27:45,6.9,21160.0,completed,0,
25010,22243,34,52,3,5,2025-08-27 22:10:00,2025-08-27 22:10:00,2025-08-28 05:12:54,2025-08-28 05:12:54,7.0,23700.0,completed,0,
25011,22244,32,37,3,6,2025-08-27 03:15:00,2025-08-27 03:15:00,2025-08-27 09:46:17,2025-08-27 09:46:17,6.5,16493.0,completed,0,
25012,22245,19,52,3,5,2025-08-27 19:26:00,2025-08-27 19:26:00,2025-08-28 04:33:46,2025-08-28 04:33:46,9.1,31735.0,completed,0,
25013,22245,19,88,5,3,2025-08-28 08:00:52,2025-08-28 08:00:52,2025-08-28 15:49:04,2025-08-28 15:49:04,7.8,23426.0,completed,0,
25014,22246,36,38,3,4,2025-08-27 10:56:00,2025-08-27 10:56:00,2025-08-27 18:52:19,2025-08-27 18:52:19,7.9,9147.0,completed,0,
25015,22247,19,44,3,4,2025-08-27 00:37:00,2025-08-27 00:37:00,2025-08-27 04:06:35,2025-08-27 04:06:35,3.5,4977.0,completed,0,
25016,22247,19,57,4,3,2025-08-27 08:16:57,2025-08-27 08:16:57,2025-08-27 12:03:24,2025-08-27 12:03:24,3.8,8805.0,completed,0,
25017,22248,32,37,3,3,2025-08-27 18:22:00,2025-08-27 18:22:00,2025-08-28 03:37:46,2025-08-28 03:37:46,9.3,31435.0,completed,0,
25018,22249,47,38,3,2,2025-08-27 05:01:00,2025-08-27 05:31:00,2025-08-27 11:15:58,2025-08-27 11:45:58,6.2,10945.0,completed,30,weather
25019,22250,34,39,3,1,2025-08-27 13:46:00,2025-08-27 13:46:00,2025-08-27 20:19:26,2025-08-27 20:19:26,6.6,6009.0,completed,0,
25020,22251,35,69,4,6,2025-08-27 11:31:00,2025-08-27 11:31:00,2025-08-27 19:59:33,2025-08-27 19:59:33,8.5,9775.0,completed,0,
25021,22251,35,96,6,4,2025-08-27 21:01:58,2025-08-27 23:01:58,2025-08-28 05:00:38,2025-08-28 07:00:38,8.0,20740.0,completed,120,crew
25022,22252,17,66,4,1,2025-08-27 02:01:00,2025-08-27 02:01:00,2025-08-27 10:39:55,2025-08-27 10:39:55,8.6,29249.0,completed,0,
25023,22253,39,70,4,5,2025-08-27 01:15:00,2025-08-27 01:15:00,2025-08-27 03:32:33,2025-08-27 03:32:33,2.3,2402.0,completed,0,
25024,22254,35,67,4,3,2025-08-27 14:46:00,2025-08-27 14:46:00,2025-08-27 23:48:58,2025-08-27 23:48:58,9.0,7490.0,completed,0,
25025,22255,39,62,4,4,2025-08-27 14:46:00,2025-08-27 14:46:00,2025-08-28 00:19:20,2025-08-28 00:19:20,9.6,22077.0,completed,0,
25026,22256,7,88,5,2,2025-08-27 14:43:00,2025-08-27 14:43:00,2025-08-27 18:58:17,2025-08-27 18:58:17,4.3,3475.0,completed,0,
25027,22256,7,26,2,5,2025-08-27 20:42:01,2025-08-27 20:42:01,2025-08-28 00:57:10,2025-08-28 00:57:10,4.3,7810.0,completed,0,
25028,22257,44,87,5,3,2025-08-27 10:01:00,2025-08-27 11:01:00,2025-08-27 14:02:52,2025-08-27 15:02:52,4.0,3462.0,completed,60,maintenance
25029,22258,26,75,5,2,2025-08-27 10:44:00,2025-08-27 10:59:00,2025-08-27 13:44:45,2025-08-27 13:59:45,3.0,8266.0,completed,15,weather
25030,22258,26,29,2,5,2025-08-27 17:30:35,2025-08-27 17:30:35,2025-08-27 20:33:36,2025-08-27 20:33:36,3.1,2489.0,completed,0,
25031,22259,26,83,5,5,2025-08-27 14:10:00,2025-08-27 14:25:00,2025-08-27 23:44:03,2025-08-27 23:59:03,9.6,32538.0,completed,15,weather
25032,22260,37,75,5,6,2025-08-27 16:07:00,2025-08-27 16:07:00,2025-08-28 00:02:11,2025-08-28 00:02:11,7.9,23977.0,completed,0,
25033,22261,44,92,5,6,2025-08-27 14:26:00,2025-08-27 14:26:00,2025-08-27 21:47:15,2025-08-27 21:47:15,7.4,22373.0,completed,0,
25034,22261,44,95,6,5,2025-08-28 03:17:29,2025-08-28 03:17:29,2025-08-28 10:58:08,2025-08-28 10:58:08,7.7,10811.0,completed,0,
25035,22263,4,88,5,4,2025-08-27 16:18:00,2025-08-27 16:18:00,2025-08-27 20:28:57,2025-08-27 20:28:57,4.2,12232.0,completed,0,
25036,22264,1,95,6,3,2025-08-27 03:06:00,2025-08-27 03:06:00,2025-08-27 08:54:28,2025-08-27 08:54:28,5.8,11019.0,completed,0,
25037,22265,3,97,6,1,2025-08-27 08:17:00,2025-08-27 08:17:00,2025-08-27 11:25:42,2025-08-27 11:25:42,3.1,11653.0,completed,0,
25038,22265,3,16,1,6,2025-08-27 16:25:14,2025-08-27 16:25:14,2025-08-27 19:44:20,2025-08-27 19:44:20,3.3,3027.0,completed,0,
